1,1.01213,1.01213,0
2,1.15226,1.08219,0.0495423
3,1.15697,1.10712,0.0387948
4,1.16793,1.12232,0.0319358
5,1.16816,1.13149,0.0268323
6,1.17558,1.13884,0.0233448
7,1.17369,1.14382,0.0205338
8,1.21363,1.15254,0.0197344
9,1.21502,1.15948,0.0187229
10,1.20943,1.16448,0.017504
11,1.22512,1.16999,0.0167585
12,1.17173,1.17014,0.0153626
13,1.17019,1.17014,0.0141808
14,1.20912,1.17292,0.0134385
15,1.19094,1.17413,0.0125962
16,1.24798,1.17874,0.0126264
17,1.21217,1.18071,0.0120358
18,1.21236,1.18247,0.0114949
19,1.21087,1.18396,0.0109867
20,1.19609,1.18457,0.0104541
21,1.22357,1.18642,0.0101199
22,1.22191,1.18804,0.00978761
23,1.21944,1.1894,0.00945681
24,1.2217,1.19075,0.009158
25,1.23052,1.19234,0.00892877
26,1.24228,1.19426,0.00878955
27,1.20835,1.19478,0.00847948
28,1.1804,1.19427,0.00819219
29,1.21302,1.19491,0.00793518
30,1.16948,1.19407,0.00771582
31,1.17688,1.19351,0.00748681
32,1.18814,1.19334,0.00725473
33,1.17477,1.19278,0.0070567
34,1.20414,1.19312,0.00685705
35,1.19856,1.19327,0.0066629
36,1.18899,1.19315,0.00647888
37,1.17191,1.19258,0.00632916
38,1.15692,1.19164,0.00623176
39,1.19604,1.19175,0.00607299
40,1.21215,1.19226,0.00594253
41,1.20572,1.19259,0.00580665
42,1.18768,1.19247,0.00566957
43,1.20294,1.19272,0.00554295
44,1.19022,1.19266,0.00541726
45,1.18921,1.19258,0.00529742
46,1.18714,1.19247,0.00518358
47,1.19199,1.19246,0.0050733
48,1.21397,1.1929,0.00498737
49,1.17219,1.19248,0.00490347
50,1.17138,1.19206,0.00482353
51,1.18868,1.19199,0.00472941
52,1.18622,1.19188,0.00463976
53,1.24489,1.19288,0.00465877
54,1.22007,1.19339,0.00459962
55,1.25345,1.19448,0.00464382
56,1.2304,1.19512,0.00460499
57,1.23034,1.19574,0.00456547
58,1.21577,1.19608,0.0044998
59,1.23235,1.1967,0.00446533
60,1.26305,1.1978,0.00452577
1,1.13671,1.13671,0
2,1.11736,1.12703,0.00684404
3,1.09709,1.11705,0.00934028
4,1.1071,1.11457,0.00732887
5,1.12276,1.11621,0.00604376
6,1.09057,1.11193,0.00637052
7,1.06908,1.10581,0.00786972
8,1.11452,1.1069,0.00696097
9,1.10376,1.10655,0.00619628
10,1.09006,1.1049,0.00579196
11,1.13535,1.10767,0.00588989
12,1.11853,1.10858,0.00546813
13,1.11985,1.10944,0.00511586
14,1.1023,1.10893,0.00477579
15,1.13163,1.11045,0.00469091
16,1.09758,1.10964,0.00446614
17,1.10341,1.10927,0.00421844
18,1.09852,1.10868,0.00402616
19,1.0969,1.10806,0.00386164
20,1.11347,1.10833,0.00367803
21,1.08569,1.10725,0.00365742
22,1.09702,1.10679,0.0035206
23,1.11417,1.10711,0.00338213
24,1.10193,1.10689,0.00324808
25,1.07296,1.10553,0.00338981
26,1.10429,1.10549,0.00325977
27,1.13567,1.1066,0.00332527
28,1.09807,1.1063,0.00322046
29,1.10101,1.10612,0.00311457
30,1.0823,1.10532,0.00311029
31,1.07696,1.10441,0.00314163
32,1.08437,1.10378,0.00310524
33,1.09601,1.10355,0.00302005
34,1.1169,1.10394,0.00295667
35,1.11718,1.10432,0.00289628
36,1.1036,1.1043,0.00281589
37,1.08465,1.10377,0.00278942
38,1.10488,1.1038,0.00271617
39,1.09647,1.10361,0.00265301
40,1.09977,1.10351,0.00258841
41,1.07446,1.1028,0.00262045
42,1.12189,1.10326,0.00259716
43,1.10262,1.10324,0.00253681
44,1.07682,1.10264,0.00254923
45,1.08067,1.10215,0.00253893
46,1.11003,1.10233,0.0024895
47,1.09226,1.10211,0.00244573
48,1.10114,1.10209,0.00239486
49,1.13819,1.10283,0.00245672
50,1.10082,1.10279,0.00240791
51,1.09758,1.10269,0.00236286
52,1.1075,1.10278,0.00231924
53,1.09407,1.10261,0.0022813
54,1.10006,1.10257,0.00223954
55,1.09254,1.10238,0.00220623
56,1.10434,1.10242,0.00216711
57,1.06893,1.10183,0.0022073
58,1.10029,1.10181,0.00216941
59,1.10735,1.1019,0.00213467
60,1.08196,1.10157,0.00212479
1,0.797763,0.797763,0
2,0.798884,0.798323,0.000396315
3,0.794015,0.796887,0.00120191
4,0.796078,0.796685,0.000918299
5,0.802594,0.797867,0.00128724
6,0.801725,0.79851,0.00122284
7,0.801047,0.798872,0.00110055
8,0.798182,0.798786,0.000966362
9,0.800468,0.798973,0.000876872
10,0.798001,0.798876,0.000794547
11,0.798514,0.798843,0.000722995
12,0.797333,0.798717,0.000673601
13,0.799816,0.798801,0.000627068
14,0.792841,0.798376,0.000712293
15,0.796572,0.798255,0.000674876
16,0.804235,0.798629,0.000728864
17,0.796461,0.798502,0.000697063
18,0.801845,0.798687,0.000682642
19,0.802662,0.798897,0.000678015
20,0.797626,0.798833,0.000647085
21,0.799975,0.798887,0.000618553
22,0.803178,0.799082,0.000620417
23,0.798649,0.799064,0.000593729
24,0.799998,0.799103,0.000570264
25,0.798595,0.799082,0.000547814
26,0.796964,0.799001,0.000532767
27,0.798591,0.798986,0.000513251
28,0.801816,0.799087,0.000504778
29,0.800107,0.799122,0.000488597
30,0.799014,0.799118,0.000472323
31,0.799874,0.799143,0.000457716
32,0.793387,0.798963,0.000477452
33,0.799289,0.798973,0.000463086
34,0.800509,0.799018,0.000451665
35,0.797894,0.798986,0.0004399
36,0.804024,0.799126,0.000449392
37,0.793273,0.798968,0.000464255
38,0.798384,0.798952,0.000452292
39,0.797937,0.798926,0.000441443
40,0.797062,0.79888,0.00043286
41,0.797844,0.798854,0.000423039
42,0.802252,0.798935,0.000420631
43,0.799797,0.798955,0.000411326
44,0.804249,0.799076,0.000419204
45,0.801737,0.799135,0.000414041
46,0.795917,0.799065,0.000410908
47,0.795477,0.798988,0.000409193
48,0.80286,0.799069,0.000408538
49,0.800649,0.799101,0.000401471
50,0.799623,0.799112,0.000393577
51,0.798449,0.799099,0.000386074
52,0.80316,0.799177,0.000386467
53,0.800415,0.7992,0.000379881
54,0.805744,0.799321,0.000391696
55,0.80012,0.799336,0.000384843
56,0.801074,0.799367,0.00037922
57,0.798222,0.799347,0.000373099
58,0.799838,0.799355,0.000366763
59,0.799608,0.79936,0.000360571
60,0.800006,0.79937,0.000354723
