1,1.5182,1.5182,0
2,1.72839,1.62329,0.0743135
3,1.73545,1.66068,0.0581921
4,1.75189,1.68348,0.0479037
5,1.75224,1.69723,0.0402485
6,1.76337,1.70826,0.0350171
7,1.76053,1.71572,0.0308007
8,1.82044,1.72881,0.0296016
9,1.82253,1.73923,0.0280843
10,1.81414,1.74672,0.026256
11,1.83768,1.75499,0.0251377
12,1.75759,1.7552,0.0230438
13,1.75528,1.75521,0.0212712
14,1.81368,1.75939,0.0201577
15,1.78641,1.76119,0.0188943
16,1.87197,1.76811,0.0189396
17,1.81825,1.77106,0.0180537
18,1.81854,1.7737,0.0172423
19,1.81631,1.77594,0.01648
20,1.79414,1.77685,0.0156811
21,1.83536,1.77964,0.0151798
22,1.83287,1.78206,0.0146814
23,1.82916,1.7841,0.0141852
24,1.83254,1.78612,0.013737
25,1.84578,1.78851,0.0133932
26,1.86342,1.79139,0.0131843
27,1.81252,1.79217,0.0127192
28,1.77059,1.7914,0.0122883
29,1.81953,1.79237,0.0119028
30,1.75423,1.7911,0.0115737
31,1.76532,1.79027,0.0112302
32,1.7822,1.79002,0.0108821
33,1.76215,1.78917,0.010585
34,1.80621,1.78967,0.0102856
35,1.79785,1.78991,0.00999435
36,1.78349,1.78973,0.00971832
37,1.75787,1.78887,0.00949374
38,1.73539,1.78746,0.00934764
39,1.79405,1.78763,0.00910949
40,1.81822,1.78839,0.0089138
41,1.80858,1.78889,0.00870997
42,1.78152,1.78871,0.00850436
43,1.80442,1.78908,0.00831443
44,1.78533,1.78899,0.0081259
45,1.78381,1.78888,0.00794614
46,1.78071,1.7887,0.00777537
47,1.78799,1.78868,0.00760996
48,1.82095,1.78936,0.00748105
49,1.75828,1.78872,0.00735521
50,1.75707,1.78809,0.0072353
51,1.78302,1.78799,0.00709411
52,1.77933,1.78782,0.00695964
53,1.86733,1.78932,0.00698815
54,1.8301,1.79008,0.00689943
55,1.88017,1.79172,0.00696573
56,1.8456,1.79268,0.00690748
57,1.84551,1.79361,0.0068482
58,1.82365,1.79412,0.00674969
59,1.84853,1.79505,0.00669799
60,1.89457,1.7967,0.00678866
1,1.70507,1.70507,0
2,1.67603,1.69055,0.0102661
3,1.64563,1.67558,0.0140104
4,1.66066,1.67185,0.0109933
5,1.68415,1.67431,0.00906563
6,1.63585,1.6679,0.00955578
7,1.60363,1.65872,0.0118046
8,1.67179,1.66035,0.0104414
9,1.65564,1.65983,0.00929442
10,1.63509,1.65735,0.00868795
11,1.70303,1.66151,0.00883484
12,1.67779,1.66286,0.00820219
13,1.67978,1.66416,0.00767379
14,1.65345,1.6634,0.00716368
15,1.69744,1.66567,0.00703637
16,1.64637,1.66446,0.00669921
17,1.65512,1.66391,0.00632766
18,1.64778,1.66302,0.00603924
19,1.64536,1.66209,0.00579247
20,1.6702,1.66249,0.00551704
21,1.62854,1.66088,0.00548612
22,1.64553,1.66018,0.0052809
23,1.67125,1.66066,0.0050732
24,1.65289,1.66034,0.00487213
25,1.60945,1.6583,0.00508471
26,1.65643,1.65823,0.00488966
27,1.70351,1.65991,0.0049879
28,1.6471,1.65945,0.00483069
29,1.65151,1.65917,0.00467186
30,1.62345,1.65798,0.00466544
31,1.61544,1.65661,0.00471244
32,1.62655,1.65567,0.00465786
33,1.64402,1.65532,0.00453008
34,1.67535,1.65591,0.004435
35,1.67576,1.65648,0.00434442
36,1.65541,1.65645,0.00422384
37,1.62697,1.65565,0.00418414
38,1.65732,1.65569,0.00407426
39,1.64471,1.65541,0.00397951
40,1.64966,1.65527,0.00388262
41,1.6117,1.65421,0.00393067
42,1.68284,1.65489,0.00389575
43,1.65392,1.65486,0.00380521
44,1.61523,1.65396,0.00382384
45,1.621,1.65323,0.00380839
46,1.66505,1.65349,0.00373426
47,1.63839,1.65317,0.0036686
48,1.65171,1.65314,0.00359229
49,1.70729,1.65424,0.00368508
50,1.65123,1.65418,0.00361187
51,1.64637,1.65403,0.0035443
52,1.66125,1.65417,0.00347886
53,1.6411,1.65392,0.00342195
54,1.65009,1.65385,0.00335931
55,1.63881,1.65358,0.00330935
56,1.65651,1.65363,0.00325066
57,1.60339,1.65275,0.00331095
58,1.65044,1.65271,0.00325411
59,1.66103,1.65285,0.00320201
60,1.62295,1.65235,0.00318719
1,1.19664,1.19664,0
2,1.19833,1.19748,0.000594472
3,1.19102,1.19533,0.00180287
4,1.19412,1.19503,0.00137745
5,1.20389,1.1968,0.00193087
6,1.20259,1.19776,0.00183425
7,1.20157,1.19831,0.00165083
8,1.19727,1.19818,0.00144954
9,1.2007,1.19846,0.00131531
10,1.197,1.19831,0.00119182
11,1.19777,1.19826,0.00108449
12,1.196,1.19808,0.0010104
13,1.19972,1.1982,0.000940603
14,1.18926,1.19756,0.00106844
15,1.19486,1.19738,0.00101231
16,1.20635,1.19794,0.0010933
17,1.19469,1.19775,0.00104559
18,1.20277,1.19803,0.00102396
19,1.20399,1.19834,0.00101702
20,1.19644,1.19825,0.000970628
21,1.19996,1.19833,0.00092783
22,1.20477,1.19862,0.000930625
23,1.19797,1.1986,0.000890593
24,1.2,1.19865,0.000855396
25,1.19789,1.19862,0.000821721
26,1.19545,1.1985,0.000799151
27,1.19789,1.19848,0.000769876
28,1.20272,1.19863,0.000757168
29,1.20016,1.19868,0.000732895
30,1.19852,1.19868,0.000708485
31,1.19981,1.19871,0.000686574
32,1.19008,1.19844,0.000716177
33,1.19893,1.19846,0.000694629
34,1.20076,1.19853,0.000677497
35,1.19684,1.19848,0.00065985
36,1.20604,1.19869,0.000674088
37,1.18991,1.19845,0.000696383
38,1.19758,1.19843,0.000678438
39,1.19691,1.19839,0.000662164
40,1.19559,1.19832,0.00064929
41,1.19677,1.19828,0.000634559
42,1.20338,1.1984,0.000630946
43,1.1997,1.19843,0.000616988
44,1.20637,1.19861,0.000628807
