0.884083,0
0.92309,0
0.911762,0
0.907032,0
0.929707,0
0.908111,0
0.911283,0
0.907452,0
0.895432,0
0.876373,0
0.909536,0
0.927572,0
0.921846,0
0.898715,0
0.893374,0
0.921032,0
0.93155,0
0.87444,0
0.89172,0
0.909037,0
0.929232,0
0.93218,0
0.935448,0
0.9557,0
0.92485,0
0.90006,0
0.911781,0
0.886846,0
0.872131,0
0.944555,0
0.938365,0
0.920635,0
0.924477,0
0.878899,0
0.88595,0
0.949994,0
0.957302,0
0.965038,0
0.951828,0
0.902345,0
0.905088,0
0.893214,0
0.910311,0
0.982895,0
0.93842,0
0.909178,0
0.917576,0
0.895486,0
0.901206,0
0.931208,0
0.929553,0
0.882553,0
0.897357,0
0.890196,0
0.894245,0
0.995476,0
0.929057,0
0.924827,0
0.886677,0
0.903434,0
0.906051,0
0.879303,0
0.891915,0
0.90254,0
0.930486,0
0.902944,0
0.94417,0
0.958829,0
0.948316,0
0.932709,0
0.893134,0
0.878126,0
0.89234,0
0.870252,0
0.893383,0
0.901922,0
0.940413,0
0.893843,0
0.892116,0
0.870384,0
0.920439,0
0.963686,0
0.91064,0
0.924472,0
0.870222,0
0.912891,0
0.907999,0
0.914592,0
0.925628,0
0.954584,0
0.946556,0
0.920045,0
0.908515,0
0.895095,0
0.898703,0
0.908248,0
0.912842,0
0.897844,0
0.904768,0
0.911086,0
0.884454,0
0.873262,0
0.886311,0
0.87846,0
0.911734,0
0.891969,0
0.936715,0
0.884592,0
0.897727,0
0.892329,0
0.91583,0
0.951974,0
0.92089,0
0.988753,0
0.928474,0
0.956961,0
0.926637,0
0.902607,0
0.932767,0
0.94042,0
0.948042,0
0.92153,0
0.915555,0
0.922153,0
0.893523,0
0.885333,0
0.899006,0
0.918207,0
0.928468,0
0.94981,0
0.934471,0
0.925877,0
0.917079,0
0.908501,0
0.914399,0
0.896555,0
0.93177,0
0.885511,0
0.938375,0
0.933556,0
0.915501,0
0.891544,0
0.926376,0
0.982638,0
0.943679,0
0.884683,0
0.913235,0
0.913325,0
0.897373,0
0.914145,0
0.881948,0
0.878288,0
0.933644,0
0.913032,0
0.886673,0
0.962661,0
0.973315,0
0.946325,0
0.898744,0
0.903307,0
0.918397,0
0.889125,0
0.899729,0
0.895211,0
0.891243,0
0.898093,0
0.890554,0
0.902896,0
0.918893,0
0.898671,0
0.91105,0
0.920836,0
0.899041,0
0.924576,0
0.914161,0
0.959414,0
0.935912,0
0.897216,0
0.896684,0
0.900067,0
0.9089,0
0.95847,0
0.950002,0
0.963468,0
0.988787,0
0.930799,0
0.920201,0
0.893293,0
0.906663,0
0.914342,0
0.884812,0
0.917732,0
0.927189,0
0.885495,0
0.907115,0
0.977985,0
0.99824,0
0.967135,0
0.93817,0
0.926183,0
0.928357,0
0.92027,0
0.928602,0
0.915839,0
0.882872,0
0.892412,0
0.913868,0
0.920229,0
0.901322,0
0.911498,0
0.913191,0
0.893498,0
0.901162,0
0.937113,0
0.906297,0
0.904964,0
0.887975,0
0.956883,0
1.01446,0
0.937112,0
0.94479,0
0.900304,0
0.897494,0
0.890359,0
0.878544,0
0.938883,0
0.896486,0
0.927074,0
0.923966,0
0.91357,0
0.892552,0
0.927558,0
0.935419,0
0.895933,0
0.904489,0
0.911554,0
0.897811,0
0.874479,0
0.911761,0
0.927767,0
0.889271,0
0.908772,0
0.934347,0
0.949361,0
0.925587,0
0.951259,0
0.967854,0
0.915823,0
0.911739,0
0.936711,0
0.904415,0
0.905289,0
0.900358,0
0.905735,0
0.980479,0
0.989528,0
0.920153,0
0.912664,0
