sum,mean,err
-nan,-nan,0
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
sum,mean,err
2.46886e+06,2.46886e+06,0
7.40681e+06,4.93783e+06,2.46897e+06
1.2342e+07,7.40589e+06,2.85013e+06
1.72809e+07,9.87464e+06,3.1869e+06
2.22198e+07,1.23437e+07,3.49141e+06
2.71578e+07,1.48127e+07,3.7713e+06
3.20958e+07,1.72817e+07,4.03176e+06
3.70312e+07,1.97504e+07,4.27618e+06
4.1968e+07,2.2219e+07,4.50737e+06
4.69051e+07,2.46876e+07,4.72727e+06
5.18418e+07,2.71562e+07,4.93739e+06
5.67815e+07,2.9625e+07,5.13904e+06
6.17176e+07,3.20936e+07,5.33301e+06
6.66522e+07,3.45621e+07,5.52008e+06
7.15886e+07,3.70305e+07,5.70102e+06
7.65301e+07,3.94993e+07,5.87652e+06
8.14675e+07,4.1968e+07,6.04693e+06
8.64039e+07,4.44366e+07,6.21263e+06
9.13402e+07,4.69053e+07,6.37401e+06
9.62744e+07,4.93737e+07,6.53135e+06
1.01213e+08,5.18422e+07,6.68501e+06
1.06147e+08,5.43106e+07,6.83519e+06
1.11084e+08,5.67791e+07,6.98214e+06
1.1602e+08,5.92475e+07,7.12606e+06
1.20956e+08,6.17158e+07,7.26712e+06
1.25892e+08,6.41841e+07,7.40548e+06
1.30828e+08,6.66524e+07,7.54132e+06
1.35767e+08,6.91208e+07,7.67477e+06
1.40706e+08,7.15893e+07,7.80597e+06
1.45644e+08,7.40578e+07,7.93501e+06
1.50581e+08,7.65263e+07,8.06199e+06
1.55518e+08,7.89948e+07,8.187e+06
1.60457e+08,8.14633e+07,8.31014e+06
1.65393e+08,8.39318e+07,8.43148e+06
1.7033e+08,8.64004e+07,8.55109e+06
1.75267e+08,8.88689e+07,8.66905e+06
1.80204e+08,9.13374e+07,8.78543e+06
1.8514e+08,9.38059e+07,8.90027e+06
1.90075e+08,9.62743e+07,9.01364e+06
1.95012e+08,9.87428e+07,9.12561e+06
1.9995e+08,1.01211e+08,9.23622e+06
2.04888e+08,1.0368e+08,9.34553e+06
2.09824e+08,1.06148e+08,9.45357e+06
2.14762e+08,1.08617e+08,9.5604e+06
2.197e+08,1.11085e+08,9.66605e+06
2.24638e+08,1.13554e+08,9.77057e+06
2.29576e+08,1.16022e+08,9.87398e+06
2.34512e+08,1.18491e+08,9.97631e+06
2.39449e+08,1.20959e+08,1.00776e+07
2.4439e+08,1.23428e+08,1.01779e+07
2.49327e+08,1.25897e+08,1.02772e+07
2.54264e+08,1.28365e+08,1.03756e+07
2.59201e+08,1.30834e+08,1.0473e+07
2.6414e+08,1.33302e+08,1.05696e+07
2.69076e+08,1.35771e+08,1.06653e+07
2.74015e+08,1.3824e+08,1.07601e+07
2.78954e+08,1.40708e+08,1.08541e+07
2.8389e+08,1.43177e+08,1.09473e+07
2.88825e+08,1.45646e+08,1.10397e+07
2.93765e+08,1.48114e+08,1.11313e+07
2.98701e+08,1.50583e+08,1.12222e+07
3.03639e+08,1.53052e+08,1.13124e+07
3.08576e+08,1.5552e+08,1.14018e+07
3.13512e+08,1.57989e+08,1.14906e+07
3.18449e+08,1.60457e+08,1.15786e+07
3.23387e+08,1.62926e+08,1.1666e+07
3.28323e+08,1.65395e+08,1.17528e+07
3.33259e+08,1.67863e+08,1.18389e+07
3.38193e+08,1.70332e+08,1.19244e+07
3.43127e+08,1.728e+08,1.20092e+07
3.48061e+08,1.75269e+08,1.20935e+07
3.52998e+08,1.77737e+08,1.21771e+07
3.57935e+08,1.80206e+08,1.22602e+07
3.62874e+08,1.82674e+08,1.23428e+07
3.67808e+08,1.85143e+08,1.24248e+07
3.72745e+08,1.87611e+08,1.25062e+07
3.77685e+08,1.9008e+08,1.25872e+07
3.82624e+08,1.92548e+08,1.26676e+07
3.87561e+08,1.95017e+08,1.27475e+07
3.92497e+08,1.97485e+08,1.28269e+07
3.97434e+08,1.99954e+08,1.29059e+07
4.02372e+08,2.02422e+08,1.29843e+07
4.07309e+08,2.04891e+08,1.30623e+07
4.12247e+08,2.07359e+08,1.31398e+07
4.17183e+08,2.09828e+08,1.32169e+07
4.22121e+08,2.12296e+08,1.32935e+07
4.27056e+08,2.14765e+08,1.33697e+07
4.31995e+08,2.17233e+08,1.34454e+07
4.36934e+08,2.19702e+08,1.35207e+07
4.4187e+08,2.2217e+08,1.35956e+07
4.46806e+08,2.24639e+08,1.36701e+07
4.5174e+08,2.27107e+08,1.37442e+07
4.56675e+08,2.29576e+08,1.38179e+07
4.61612e+08,2.32044e+08,1.38912e+07
4.6655e+08,2.34513e+08,1.39641e+07
4.71487e+08,2.36981e+08,1.40366e+07
4.76425e+08,2.3945e+08,1.41088e+07
4.81363e+08,2.41918e+08,1.41806e+07
4.863e+08,2.44387e+08,1.4252e+07
4.91236e+08,2.46855e+08,1.43231e+07
sum,mean,err
-nan,-nan,0
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
sum,mean,err
sum,mean,err
6.49315,6.49315,0
6.49316,6.49316,3.24613e-06
6.49316,6.49316,2.16472e-06
6.49316,6.49316,1.62361e-06
6.49316,6.49316,1.29974e-06
6.49316,6.49316,1.08343e-06
6.49316,6.49316,9.27869e-07
6.49316,6.49316,8.12274e-07
6.49316,6.49316,7.22053e-07
6.49316,6.49316,6.49299e-07
6.49316,6.49316,5.91259e-07
6.49316,6.49316,5.41535e-07
6.49316,6.49316,5.00466e-07
6.49316,6.49316,4.63468e-07
6.49316,6.49316,4.3217e-07
6.49316,6.49316,4.05428e-07
6.49316,6.49316,3.80491e-07
6.49316,6.49316,3.59958e-07
6.49316,6.49316,3.40089e-07
6.49316,6.49316,3.23013e-07
6.49316,6.49316,3.07989e-07
6.49316,6.49316,2.93158e-07
6.49316,6.49316,2.80723e-07
6.49316,6.49316,2.68868e-07
6.49316,6.49316,2.58096e-07
6.49316,6.49316,2.48345e-07
6.49316,6.49316,2.39562e-07
6.49316,6.49316,2.31133e-07
6.49316,6.49316,2.2302e-07
6.49316,6.49316,2.15761e-07
6.49316,6.49316,2.08758e-07
6.49316,6.49316,2.02554e-07
6.49316,6.49316,1.9656e-07
6.49316,6.49316,1.90192e-07
6.49316,6.49316,1.8513e-07
6.49316,6.49316,1.8079e-07
6.49316,6.49316,1.76033e-07
6.49316,6.49316,1.71411e-07
6.49316,6.49316,1.66915e-07
6.49316,6.49316,1.63094e-07
6.49316,6.49316,1.59936e-07
6.49316,6.49316,1.55207e-07
6.49316,6.49316,1.51684e-07
6.49316,6.49316,1.47128e-07
6.49316,6.49316,1.43209e-07
6.49316,6.49316,1.39361e-07
6.49316,6.49316,1.36713e-07
6.49316,6.49316,1.32996e-07
6.49316,6.49316,1.29334e-07
6.49316,6.49316,1.25722e-07
6.49316,6.49316,1.23311e-07
6.49316,6.49316,1.20372e-07
6.49316,6.49316,1.17477e-07
6.49316,6.49316,1.15206e-07
6.49316,6.49316,1.12392e-07
6.49316,6.49316,1.09611e-07
6.49316,6.49316,1.06862e-07
6.49316,6.49316,1.0533e-07
6.49316,6.49316,1.03238e-07
