x,y,z
0.138731,-0.920449,-0.800155
0.974796,1.01606,-0.856863
1.52322,1.98314,-0.688999
1.22371,1.51321,-1.04944
0.628379,1.84781,-1.11687
0.570912,2.23361,-1.13553
0.522621,2.07493,-1.3959
-0.103894,1.84688,-2.00126
-0.878199,1.77142,-1.32665
1.61068,1.53034,-0.830556
1.51499,0.579551,-0.318703
1.64383,1.03583,-0.286344
0.991078,1.55533,-0.626563
0.198234,2.56418,-0.632854
0.542103,1.84245,-0.770053
0.302729,1.14852,-0.722213
-1.35276,1.52102,-1.07089
-1.33257,1.58346,-0.298919
-1.05226,1.40145,-0.0921534
-2.01677,0.906728,-0.556685
-1.42348,0.989594,-0.681645
-0.71365,0.867782,-0.104769
-0.638314,1.20804,-0.317944
-0.352652,1.17188,-1.22357
0.353969,1.73894,-1.04127
0.476879,1.01627,-1.52768
0.740978,2.34711,-1.2495
-0.276082,2.84863,-0.334097
0.0931212,2.60008,-0.118631
0.705814,1.89531,-0.202655
1.27692,1.99517,0.726766
1.163,2.58783,-0.0873627
0.96691,3.20401,-0.44856
0.542574,3.17658,0.404375
1.08786,3.67552,1.40921
0.705103,3.4638,1.03425
1.15228,3.84732,-0.278719
0.523154,4.37448,-0.0897627
1.54245,3.31443,-0.408228
1.48158,2.99353,-1.02855
1.24892,2.35818,-0.100102
1.22446,2.07133,0.753004
0.0625817,1.83106,1.07387
1.13535,0.988924,0.445027
0.579349,1.82198,0.347961
1.0485,1.19279,-0.284154
0.783387,0.993715,1.1787
0.522745,0.318885,0.128634
0.180811,-0.458991,0.750597
0.415003,-0.487649,1.19872
1.04662,-0.0717222,1.40818
1.46551,-0.224089,1.35355
1.61147,-0.137886,1.746
1.98692,0.0383695,1.72222
1.3945,0.216994,1.14251
1.77502,0.11553,1.51703
0.762829,-0.680944,1.05726
0.543324,-0.897764,0.359696
0.0711439,-0.184787,-1.15646
-0.890786,0.129345,-0.849836
-0.613772,-0.210457,-1.29208
-1.21614,0.144499,-0.663247
-0.300161,0.798305,-0.84122
0.169223,1.18275,0.392531
0.914938,0.378153,0.781888
-0.123049,-0.0146378,0.323849
-0.933033,-0.779305,-0.181167
-0.68218,-0.875396,-0.0357089
-0.337963,-0.573553,0.109746
-0.160842,-0.269736,-0.625789
0.806873,-0.183126,0.0920979
0.655105,0.264929,0.360542
-0.0824418,0.828998,-0.0793643
-0.438733,0.468406,0.893349
-0.512607,0.530961,0.273687
-1.10123,0.0446498,0.304538
-1.43222,-0.646647,0.0483936
-1.754,0.168749,-0.696165
-1.63322,0.655753,0.952501
-1.454,0.820597,0.523772
-0.371081,0.0349995,0.0480336
-0.478736,-1.79504,0.0386043
-0.197576,-0.915308,-0.480118
-0.887315,-1.10473,-1.79059
-1.68611,0.347663,-1.88339
-1.94316,0.317661,-1.3406
-1.03951,0.404025,-1.98924
-1.19832,-0.00810536,-1.02688
-1.06891,0.720912,-1.29978
-0.256383,0.303166,-1.56206
-0.153141,-0.569957,-1.50908
-0.402812,-0.893976,-0.997713
-0.879084,-0.223016,-0.882597
-0.981694,-0.279768,0.121728
0.126857,-0.0278563,-0.877165
0.712382,0.226811,-1.06426
1.19391,0.256706,0.345018
1.26179,-0.726134,0.707338
0.872329,-0.718862,0.238817
-0.148477,0.625485,-1.03821
0.680231,2.11886,-0.884233
1.09877,1.50306,0.442955
0.625718,1.30186,0.220404
0.92999,0.528964,-0.835451
1.63241,0.386359,-0.713273
0.81144,0.9055,-0.872343
0.156026,-0.498284,-0.297095
0.59594,0.327077,0.0735631
0.127625,0.482407,0.166663
0.101799,0.278151,0.886502
-1.28977,-0.929499,0.239389
-1.31676,-0.608312,0.347153
-0.103425,0.00520924,-0.514721
0.0867582,-0.559751,-1.73029
0.831561,-0.731486,-0.182815
-0.0229873,-1.33724,-0.00276154
0.388457,-0.766076,-0.983197
0.810738,-1.4982,0.370243
0.433834,-0.1946,-0.147606
0.605057,-0.188916,-0.781226
0.076517,-0.639398,-1.00698
-0.0783657,0.0300609,-0.593256
0.165008,-0.632617,0.476855
0.828764,-0.292417,0.769691
0.174741,0.216819,0.632992
1.9681,0.600835,-0.892504
0.781771,0.0144984,-0.483129
1.56061,0.986827,-0.251089
1.76573,0.511603,-0.0430766
1.88231,1.06318,-0.657257
1.76398,0.15033,-1.19664
2.07028,-0.348773,-1.66841
2.19088,-1.21577,-1.0024
1.70089,-0.862303,-1.80315
2.361,-1.00169,-0.482704
1.45804,-2.24462,-0.638223
1.42123,-2.53996,-0.480229
1.91772,-2.13189,-0.172901
1.34821,-2.41053,0.297315
1.4673,-2.6201,0.424759
1.5385,-2.32133,0.550772
1.4669,-1.11332,1.54852
2.31844,-1.50248,1.6059
2.06198,-0.814263,1.81275
0.967852,0.371119,1.18205
0.864392,-0.247834,0.540465
-0.258236,-0.83293,0.716586
-0.370968,-0.902409,0.180881
-1.3942,0.243428,-0.238169
-1.28307,0.46483,0.0908643
-0.868695,0.134797,0.67503
-0.786627,0.802201,-0.196877
-0.654224,0.199505,0.263096
-0.0225382,-0.0221659,-0.828705
0.254153,0.473618,0.455524
0.280186,-0.166843,0.885193
0.12942,-0.271766,0.084229
0.519305,-0.43513,-1.14313
1.08305,0.128123,-0.338726
1.12697,0.478807,0.245501
1.38414,0.125478,-0.176215
0.908478,1.17532,0.258773
0.772379,1.13809,0.0874314
-0.207706,1.4816,0.171965
0.0993553,1.12254,0.433118
0.575854,0.830544,-0.846182
-0.8164,-0.698681,-0.448881
-0.931009,-1.25232,-0.186525
-0.306587,-1.12191,-0.991104
-0.211721,-0.773587,-0.393195
-0.70236,-1.16448,-0.0937735
0.154239,-1.10353,-0.977932
0.765719,-0.00555923,-0.395121
0.419204,-0.343776,-0.619703
0.396766,-0.226393,-0.730822
0.217769,-0.237534,0.0462697
-0.232487,0.630919,0.104003
0.15168,-0.44642,0.0799365
0.11049,-0.221859,0.0277233
-0.215767,0.174828,0.498583
0.281701,-0.109106,0.651664
0.0505131,-0.355189,0.518422
-0.21933,-0.65115,0.748192
-0.8001,-1.0808,0.86989
0.0386916,-0.0797321,0.598463
-0.810373,0.472413,0.0269117
1.04467,-1.68883,-0.442873
-0.0533121,-1.78314,-0.429932
-0.545009,-0.831754,0.0750135
-0.275694,-0.0170649,-0.207252
0.416988,0.232425,-0.931873
0.142417,0.0435789,-1.11028
0.0963753,0.548773,-0.632825
0.652708,-0.305629,-0.369717
-0.361274,-0.825669,0.428633
-0.913337,-0.619562,0.0513701
