sum,mean,err
1.75496,1.61622,0.0307407
2.2879,1.61709,0.0307132
1.0545,1.61637,0.0306821
0.754201,1.61525,0.0306626
1.30875,1.61485,0.0306255
1.30875,1.61446,0.0305886
1.328,1.61409,0.0305513
1.328,1.61372,0.0305142
1.328,1.61335,0.0304772
1.328,1.61299,0.0304402
1.328,1.61262,0.0304034
1.8203,1.61289,0.0303656
1.8203,1.61315,0.0303279
2.38316,1.61414,0.0303051
2.3996,1.61514,0.030283
1.48817,1.61498,0.0302448
1.48817,1.61482,0.0302068
2.17642,1.61553,0.0301768
1.9182,1.61591,0.0301409
1.9182,1.6163,0.0301051
2.54708,1.61747,0.0300901
2.54708,1.61865,0.030075
2.52777,1.6198,0.0300589
2.2025,1.62053,0.03003
1.65339,1.62057,0.0299922
1.65339,1.62062,0.0299544
1.71071,1.62073,0.029917
1.71071,1.62084,0.0298796
1.44131,1.62062,0.029843
1.54595,1.62052,0.0298058
1.54595,1.62043,0.0297687
1.29256,1.62002,0.0297343
1.29256,1.61961,0.0297
0.709427,1.61848,0.0296846
0.709427,1.61735,0.0296692
0.709427,1.61622,0.0296538
0.709427,1.6151,0.0296384
0.709427,1.61397,0.0296229
0.709427,1.61285,0.0296074
0.672013,1.61169,0.0295936
0.672013,1.61053,0.0295798
1.82312,1.61079,0.0295445
1.13384,1.61021,0.0295139
1.13384,1.60962,0.0294834
1.13384,1.60903,0.029453
1.13384,1.60845,0.0294226
0.819065,1.60748,0.0294024
1.03812,1.60679,0.0293747
1.03812,1.60609,0.029347
1.05064,1.60541,0.029319
0.741098,1.60436,0.0293022
0.741098,1.60331,0.0292853
0.741098,1.60226,0.0292685
0.741098,1.60121,0.0292516
0.965343,1.60044,0.0292263
0.965343,1.59967,0.029201
1.37373,1.5994,0.0291669
0.496423,1.59806,0.0291621
0.496423,1.59673,0.0291573
0.764238,1.59573,0.0291394
1.05673,1.59508,0.0291115
0.777404,1.5941,0.0290931
0.777404,1.59311,0.0290747
0.989368,1.59239,0.0290488
1.02248,1.59171,0.029022
1.02248,1.59102,0.0289952
0.70804,1.58997,0.0289798
1.89293,1.59033,0.0289474
1.89293,1.59069,0.0289151
2.8876,1.59224,0.0289219
2.3376,1.59312,0.0289011
2.56931,1.59429,0.0288901
2.56931,1.59544,0.0288789
2.56931,1.5966,0.0288678
2.56931,1.59775,0.0288566
1.96728,1.59819,0.0288257
1.265,1.59779,0.0287943
1.16118,1.59728,0.0287649
1.04369,1.59663,0.0287384
0.451659,1.59528,0.0287362
0.451659,1.59393,0.0287339
0.451659,1.59259,0.0287315
1.1369,1.59206,0.0287027
1.1369,1.59152,0.028674
2.02041,1.59202,0.0286448
2.02041,1.59252,0.0286157
2.30707,1.59336,0.0285944
2.06397,1.59391,0.0285663
2.06397,1.59446,0.0285383
2.06397,1.595,0.0285103
1.18258,1.59452,0.0284811
1.65365,1.59459,0.0284481
2.35415,1.59547,0.0284288
3.58101,1.59777,0.0284889
3.78833,1.60031,0.0285686
3.78833,1.60284,0.0286474
3.78833,1.60536,0.0287254
3.78833,1.60788,0.0288025
3.54299,1.61011,0.0288556
3.54299,1.61233,0.028908
3.71229,1.61475,0.0289755
3.71229,1.61716,0.0290422
3.74064,1.61959,0.0291109
3.74064,1.62202,0.0291789
3.11197,1.62373,0.0291953
3.44224,1.6258,0.0292359
3.67943,1.62815,0.0292964
3.01848,1.62973,0.0293059
2.21423,1.6304,0.0292801
2.04913,1.63088,0.0292507
1.58416,1.63082,0.0292174
1.62218,1.63081,0.0291843
