x,y,z
-1.04463,1.0855,0.191754
0.029034,1.35787,0.570126
0.702817,2.13255,0.948793
1.02458,1.20623,0.430099
-0.152663,1.80113,-0.2544
-1.16907,0.696117,-0.194675
-0.994706,1.7783,-1.06498
-1.32437,0.861215,-0.39867
-0.882168,-0.229674,0.656707
-1.84445,0.956879,0.652309
-1.24436,1.11138,0.69085
-0.558004,1.82863,-0.010411
-0.52685,1.4106,-1.18324
0.508253,2.40488,-1.81135
0.310741,2.00295,-1.68984
-0.246818,2.18521,-0.721777
-1.37918,1.38312,-1.47974
-1.72602,2.00028,-2.04474
-1.2644,1.10683,-1.88194
-2.02574,1.3006,-0.746854
-0.848187,0.138138,0.0102508
-0.637596,0.645161,-0.769731
-1.70012,1.12525,-0.754339
-0.950774,1.39432,-0.818431
-1.60016,1.09652,-0.377116
-1.47274,0.31547,0.697261
-0.482148,0.559564,0.252671
0.257998,-0.161081,0.167744
0.155714,0.29051,-0.347292
0.464522,-0.206181,0.777255
0.900638,-1.37288,0.193991
1.10297,-0.320408,0.953101
0.826117,0.572455,1.01567
0.572291,-0.0568518,1.31954
1.13159,0.328404,0.681206
-0.0536178,-0.801745,-0.530873
-0.177761,-0.582174,-0.72568
0.68549,0.253337,-0.0150798
0.372605,0.0398168,0.29032
0.72057,0.792956,-0.211269
0.12457,1.35868,-0.540186
-0.664754,0.509355,0.415478
-0.447682,0.361902,-0.0801227
0.277581,0.66165,0.421022
-0.473758,0.969895,0.0499697
0.047835,0.44092,0.130793
-0.573864,0.0485032,0.3151
-1.72205,-0.324724,0.259762
-1.58049,-0.503909,0.814175
-1.53033,-0.167693,0.38945
-0.388133,-0.39919,0.569517
-0.095314,0.179915,0.683055
1.05294,1.38496,1.67877
0.733575,2.22015,0.889168
0.806552,1.3468,1.23964
0.621309,1.03054,0.34186
-0.224953,0.350505,1.51245
0.355349,0.995563,0.926533
-0.382302,-0.00861327,0.196032
-0.28435,-0.489759,0.216978
0.246585,-0.00836969,1.16239
0.956496,0.163393,0.739904
1.47694,0.945575,0.0604871
1.82753,1.45069,-0.849447
0.891418,1.32209,-0.843239
0.0304632,0.118466,-0.414463
-0.161938,1.16026,0.267893
-0.268374,0.842687,1.27881
0.455988,1.00584,0.152744
0.293079,0.470586,-0.573933
0.526767,-0.637341,-0.0833489
0.124219,0.14602,-0.633142
0.118157,0.21929,-1.85133
1.07214,0.161067,-1.58568
0.672663,1.21448,-1.2905
1.40938,1.03408,-0.523851
1.15425,1.3918,-0.31126
0.882086,1.11035,-1.09919
0.790038,1.66635,-1.13556
1.96543,1.41707,-0.338558
0.799385,1.69402,-1.0476
-0.189949,1.7649,-1.64029
-0.114899,0.623519,-2.30429
-0.999842,-0.308955,-2.25096
0.157459,-0.0856752,-1.04617
0.987421,-1.0621,-1.2526
0.334557,-0.458303,-1.23187
-0.290825,-1.38628,-0.997925
0.624068,-1.87081,0.213383
0.790926,-1.30387,0.259023
-0.389493,-0.116672,0.730637
0.289632,1.06079,0.712622
-0.346573,0.675967,1.26038
-1.005,-0.367784,0.182327
-1.0863,0.084032,-0.424359
-0.215165,0.0345287,-0.311412
-0.566184,0.172009,-0.731227
-0.973032,-0.733723,0.390991
-0.117407,-1.89398,-0.4236
-1.1486,-2.1121,0.585695
-1.28479,-2.07135,-0.157817
-0.934814,-1.81738,-1.29719
-2.02595,-1.53847,-2.11457
-1.55442,-0.495311,-1.53255
-0.853967,-0.183329,-0.585926
0.330474,-0.326695,-0.0466522
0.39843,-1.38538,0.0336413
