L2,generation
3.55059,1109
3.55059,1110
3.43179,1111
3.55059,1112
3.71392,1113
3.64177,1114
3.62372,1115
3.62372,1116
3.56565,1117
3.62372,1118
3.34244,1119
3.34244,1120
3.34244,1121
3.34244,1122
3.34244,1123
3.34244,1124
3.34244,1125
3.34244,1126
3.34244,1127
3.34244,1128
3.34244,1129
3.34244,1130
3.34244,1131
3.34244,1132
3.71193,1133
3.71193,1134
3.71193,1135
3.71193,1136
3.71193,1137
4.24819,1138
4.24819,1139
3.71193,1140
3.71193,1141
3.71701,1142
3.71701,1143
3.8049,1144
3.8049,1145
3.76332,1146
3.76332,1147
3.76332,1148
3.76332,1149
3.76332,1150
5.40298,1151
6.86803,1152
4.36795,1153
6.86803,1154
4.36795,1155
4.36795,1156
4.36795,1157
4.69014,1158
5.09659,1159
8.49677,1160
7.57385,1161
4.07514,1162
4.07514,1163
4.07514,1164
4.69384,1165
4.69384,1166
4.69384,1167
4.69384,1168
4.48687,1169
4.48687,1170
4.48687,1171
7.14211,1172
5.85082,1173
4.9123,1174
4.9123,1175
5.1833,1176
5.45835,1177
3.83895,1178
3.83895,1179
3.83895,1180
3.83895,1181
4.385,1182
3.4099,1183
3.40161,1184
3.25972,1185
3.25972,1186
3.25972,1187
3.25972,1188
3.26712,1189
3.26712,1190
3.4099,1191
3.25972,1192
3.25972,1193
3.25972,1194
3.25972,1195
3.25972,1196
3.25972,1197
3.23748,1198
3.23748,1199
3.23748,1200
3.23748,1201
3.29537,1202
3.22756,1203
3.22756,1204
3.22756,1205
3.29537,1206
3.56516,1207
3.22756,1208
3.22756,1209
3.22756,1210
3.22756,1211
3.22756,1212
3.22756,1213
3.22756,1214
3.22756,1215
3.73001,1216
3.92575,1217
3.72269,1218
3.72269,1219
3.84834,1220
3.84834,1221
3.84834,1222
3.84834,1223
6.74734,1224
6.74734,1225
4.68281,1226
2.90562,1227
2.90562,1228
2.63707,1229
2.63707,1230
2.63707,1231
2.63707,1232
2.63707,1233
2.63707,1234
2.90562,1235
2.74025,1236
2.74025,1237
2.86902,1238
2.86902,1239
2.86902,1240
2.77237,1241
2.77237,1242
2.77237,1243
2.77237,1244
2.77237,1245
2.93923,1246
2.93923,1247
3.92136,1248
3.40291,1249
3.40291,1250
3.80057,1251
3.80057,1252
4.10051,1253
4.10051,1254
3.62595,1255
3.62595,1256
3.62595,1257
5.76669,1258
5.76669,1259
5.76669,1260
5.76669,1261
5.35067,1262
5.39583,1263
5.39583,1264
5.29929,1265
4.55149,1266
4.55149,1267
5.57018,1268
4.00199,1269
3.3171,1270
3.30239,1271
3.10004,1272
3.10004,1273
3.22066,1274
3.12476,1275
3.12476,1276
3.12476,1277
3.12476,1278
3.12476,1279
3.12476,1280
3.35397,1281
3.35397,1282
3.32958,1283
3.32958,1284
3.30881,1285
3.30881,1286
3.30881,1287
3.30881,1288
3.22158,1289
3.29709,1290
3.29709,1291
3.86014,1292
3.07346,1293
2.92902,1294
2.91849,1295
2.91828,1296
2.91828,1297
2.91828,1298
2.91849,1299
2.91849,1300
2.91849,1301
2.91849,1302
2.91849,1303
2.91849,1304
2.92835,1305
2.92835,1306
2.92835,1307
2.92835,1308
2.92835,1309
2.92835,1310
2.92835,1311
2.92835,1312
2.92835,1313
2.92835,1314
2.92835,1315
2.92835,1316
2.99951,1317
2.99951,1318
2.92954,1319
2.92954,1320
2.92954,1321
2.92954,1322
2.92954,1323
2.92954,1324
2.92954,1325
2.92954,1326
2.92954,1327
2.92954,1328
2.92954,1329
3.32958,1330
3.32958,1331
3.32958,1332
3.87563,1333
2.782,1334
2.782,1335
2.782,1336
2.782,1337
2.782,1338
2.782,1339
2.782,1340
2.782,1341
2.782,1342
2.782,1343
2.782,1344
2.91828,1345
2.83039,1346
2.77651,1347
2.77651,1348
2.83039,1349
2.91828,1350
2.91828,1351
2.91828,1352
2.91828,1353
2.91828,1354
2.91828,1355
2.91828,1356
3.01343,1357
3.01343,1358
3.01343,1359
3.01343,1360
3.01343,1361
3.01343,1362
3.01343,1363
3.01343,1364
3.01343,1365
3.01343,1366
3.12343,1367
3.12343,1368
3.98364,1369
3.04549,1370
3.80166,1371
3.80166,1372
3.04549,1373
3.04549,1374
3.04549,1375
3.80166,1376
3.04549,1377
3.04549,1378
3.04549,1379
3.04549,1380
3.04549,1381
3.04549,1382
3.72141,1383
3.72141,1384
4.8435,1385
4.8435,1386
5.1946,1387
6.23863,1388
3.82255,1389
3.78233,1390
3.7814,1391
3.7814,1392
3.73301,1393
3.92604,1394
3.69586,1395
3.69586,1396
3.69586,1397
3.69586,1398
3.69586,1399
3.69586,1400
3.69586,1401
3.69586,1402
3.69586,1403
3.75922,1404
3.85378,1405
3.85378,1406
3.85378,1407
3.85378,1408
3.85378,1409
3.85378,1410
3.89894,1411
3.89894,1412
3.89894,1413
3.89894,1414
3.89894,1415
3.89894,1416
3.89894,1417
3.89894,1418
5.4721,1419
4.12212,1420
4.12212,1421
4.12212,1422
4.12212,1423
4.38181,1424
3.62878,1425
3.62878,1426
3.92327,1427
3.92327,1428
3.92327,1429
3.67337,1430
3.96713,1431
4.22763,1432
4.2124,1433
4.2124,1434
4.15833,1435
4.38291,1436
4.38291,1437
4.38291,1438
4.38291,1439
4.3199,1440
4.43984,1441
4.43984,1442
4.43984,1443
4.16634,1444
4.2115,1445
4.2115,1446
4.2115,1447
4.2115,1448
4.2115,1449
4.2115,1450
4.2115,1451
4.36506,1452
4.36506,1453
4.36506,1454
4.485,1455
4.485,1456
4.51486,1457
4.18898,1458
4.18898,1459
4.18898,1460
4.18898,1461
4.85721,1462
5.46691,1463
5.46691,1464
4.85721,1465
4.85721,1466
4.85721,1467
5.56974,1468
5.01925,1469
5.01925,1470
5.01925,1471
6.18255,1472
4.7685,1473
4.63975,1474
4.63975,1475
4.63975,1476
4.63975,1477
4.59489,1478
4.59489,1479
4.59489,1480
4.59489,1481
4.59489,1482
4.59489,1483
4.7899,1484
4.59489,1485
4.59489,1486
4.7761,1487
4.60789,1488
4.60789,1489
4.60789,1490
4.60789,1491
4.60789,1492
4.60789,1493
4.60789,1494
4.60789,1495
4.60789,1496
4.60789,1497
4.34425,1498
5.46293,1499
4.59283,1500
4.59283,1501
5.40147,1502
5.40147,1503
5.40147,1504
5.40147,1505
6.69362,1506
6.69362,1507
5.34376,1508
3.15548,1509
3.15363,1510
3.15548,1511
3.15363,1512
3.15363,1513
3.15221,1514
3.15363,1515
3.18913,1516
3.15548,1517
3.15548,1518
3.15548,1519
3.15548,1520
3.15548,1521
3.18913,1522
3.18913,1523
3.16382,1524
3.16382,1525
3.16382,1526
3.16774,1527
3.16774,1528
3.28812,1529
3.26348,1530
3.26348,1531
3.26348,1532
3.26348,1533
3.26348,1534
3.26348,1535
3.26348,1536
4.13933,1537
4.13933,1538
4.13933,1539
4.13933,1540
3.21783,1541
3.21783,1542
3.21783,1543
4.13933,1544
3.21783,1545
3.21783,1546
3.23354,1547
3.23354,1548
3.23354,1549
3.23354,1550
3.23354,1551
3.23354,1552
3.23354,1553
3.23354,1554
3.23354,1555
4.13933,1556
4.13933,1557
5.18336,1558
3.57093,1559
3.57007,1560
3.57434,1561
3.0182,1562
3.0182,1563
3.58759,1564
3.58552,1565
3.58552,1566
3.58552,1567
3.55843,1568
3.55843,1569
3.55843,1570
3.55843,1571
3.65999,1572
3.65999,1573
3.65999,1574
3.65999,1575
4.3207,1576
4.3207,1577
4.3207,1578
4.3207,1579
4.3207,1580
5.2818,1581
5.23995,1582
5.2818,1583
5.2818,1584
5.2818,1585
5.2818,1586
5.2818,1587
5.28522,1588
5.28522,1589
5.28522,1590
5.29031,1591
5.29031,1592
5.29031,1593
5.29031,1594
5.65195,1595
5.65195,1596
6.54032,1597
6.54032,1598
7.7395,1599
7.42602,1600
7.14001,1601
7.14001,1602
7.14001,1603
7.14001,1604
7.14001,1605
6.58364,1606
6.58364,1607
6.58364,1608
6.58364,1609
6.58364,1610
6.58364,1611
7.14001,1612
7.14001,1613
6.58364,1614
6.77423,1615
6.77423,1616
6.77423,1617
6.77423,1618
6.77423,1619
6.77423,1620
6.77423,1621
6.77423,1622
6.77423,1623
6.99743,1624
6.99743,1625
6.99743,1626
6.99743,1627
7.58832,1628
7.10663,1629
7.10663,1630
6.8101,1631
6.8101,1632
6.8101,1633
6.8101,1634
6.8101,1635
6.81301,1636
7.61125,1637
7.77793,1638
7.58832,1639
7.33061,1640
6.01494,1641
6.01494,1642
6.01494,1643
7.05897,1644
5.04186,1645
4.85825,1646
4.85825,1647
4.85825,1648
4.85825,1649
4.85825,1650
5.05469,1651
5.04685,1652
4.85825,1653
5.04685,1654
5.05469,1655
5.05477,1656
5.05477,1657
5.05477,1658
5.05477,1659
5.05477,1660
5.37176,1661
5.37176,1662
5.04186,1663
5.1392,1664
5.4691,1665
5.4691,1666
5.4691,1667
5.4691,1668
5.4691,1669
5.4691,1670
5.4691,1671
5.4691,1672
5.4691,1673
5.98128,1674
5.98128,1675
5.4691,1676
6.4665,1677
6.13299,1678
6.13299,1679
6.13299,1680
6.13299,1681
6.13299,1682
6.13299,1683
6.13299,1684
6.67457,1685
6.67457,1686
6.67457,1687
6.67457,1688
6.67457,1689
6.67457,1690
6.67457,1691
6.67457,1692
6.67457,1693
7.40882,1694
7.40882,1695
6.74097,1696
6.74097,1697
6.74097,1698
6.74097,1699
7.90427,1700
5.70976,1701
5.68159,1702
5.68159,1703
5.68159,1704
5.68159,1705
5.31909,1706
5.31909,1707
5.96165,1708
5.96165,1709
6.0124,1710
5.73769,1711
5.73769,1712
6.0124,1713
6.0124,1714
6.23288,1715
6.23288,1716
6.31733,1717
6.31733,1718
6.31733,1719
6.31733,1720
6.44685,1721
6.44685,1722
6.44685,1723
6.44685,1724
6.44685,1725
6.44685,1726
6.8163,1727
6.8163,1728
6.8163,1729
6.8163,1730
6.8163,1731
6.8163,1732
8.23136,1733
6.84678,1734
6.84678,1735
8.23901,1736
8.23901,1737
6.84568,1738
6.84568,1739
6.84568,1740
6.84568,1741
6.84568,1742
6.84678,1743
7.27222,1744
7.27222,1745
8.43552,1746
6.31587,1747
6.31587,1748
6.31587,1749
6.31587,1750
6.31587,1751
6.24461,1752
6.24461,1753
6.24461,1754
6.42173,1755
6.25459,1756
6.23537,1757
5.77554,1758
6.23537,1759
6.23537,1760
5.8047,1761
5.8047,1762
5.8047,1763
5.8047,1764
5.8047,1765
5.8047,1766
5.8047,1767
6.87946,1768
6.94398,1769
6.94398,1770
6.94398,1771
6.957,1772
7.02585,1773
6.76489,1774
6.76489,1775
6.76489,1776
6.76489,1777
6.76489,1778
5.48971,1779
5.48971,1780
5.48971,1781
5.48971,1782
5.48971,1783
5.48971,1784
5.48971,1785
6.56447,1786
4.74723,1787
4.74723,1788
4.63213,1789
4.63213,1790
4.62503,1791
4.62503,1792
4.62503,1793
4.63612,1794
4.62503,1795
4.63612,1796
4.63612,1797
4.63612,1798
4.63612,1799
4.71361,1800
4.85605,1801
4.85605,1802
4.85605,1803
4.85605,1804
4.85605,1805
4.93354,1806
5.13136,1807
5.13136,1808
5.23128,1809
5.42044,1810
4.90683,1811
4.90683,1812
4.88847,1813
4.88847,1814
4.88847,1815
4.88847,1816
4.88847,1817
4.88847,1818
4.90149,1819
4.91321,1820
5.48971,1821
5.48971,1822
5.48971,1823
5.48971,1824
5.48971,1825
5.48971,1826
5.48971,1827
6.03535,1828
5.48971,1829
5.69978,1830
5.69978,1831
5.69978,1832
5.69978,1833
5.69978,1834
5.69978,1835
5.69978,1836
5.48971,1837
5.48971,1838
5.48971,1839
5.48971,1840
5.48971,1841
5.67767,1842
5.67767,1843
4.54146,1844
4.54146,1845
4.54146,1846
4.54146,1847
4.54146,1848
4.54146,1849
4.54146,1850
5.49519,1851
4.24567,1852
4.15497,1853
4.22081,1854
4.12111,1855
4.12111,1856
4.12111,1857
4.12111,1858
4.12111,1859
4.29694,1860
4.29694,1861
4.29694,1862
4.29694,1863
4.39464,1864
4.39464,1865
4.39464,1866
4.39464,1867
4.39464,1868
4.39464,1869
4.39464,1870
4.39464,1871
4.39464,1872
4.39464,1873
